date,total_casos,total_mortes,total_recuperados,casos_diarios,mortes_diarias,recuperados_diarios,crescimento_casos_pct,crescimento_mortes_pct,crescimento_recuperacoes_pct,casos_7d_ma,mortes_7d_ma,recuperados_7d_ma,casos_14d_change_avg,mortes_14d_change_avg,recuperados_14d_change_avg,tendencia_casos_14d,tendencia_mortes_14d,tendencia_recuperados_14d,letalidade_pct,recuperacao_pct,casos_por_100k,mortes_por_1M
2020-02-13,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-14,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-15,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-16,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-17,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-18,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-19,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-20,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-21,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-22,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-23,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-24,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-25,0,0,0,0.0,0.0,0.0,não informado,não informado,não informado,0.0,0.0,0.0,0.0,0.0,0.0,estavel,estavel,estavel,,,0.0,0.0
2020-02-26,1,0,0,1.0,0.0,0.0,não informado,não informado,não informado,0.14285714285714285,0.0,0.0,0.01020408163265306,0.0,0.0,subindo,estavel,estavel,0.0,0.0,0.00046435259615101935,0.0
2020-02-27,1,0,0,0.0,0.0,0.0,0.0,não informado,não informado,0.14285714285714285,0.0,0.0,0.01020408163265306,0.0,0.0,subindo,estavel,estavel,0.0,0.0,0.00046435259615101935,0.0
2020-02-28,1,0,0,0.0,0.0,0.0,0.0,não informado,não informado,0.14285714285714285,0.0,0.0,0.01020408163265306,0.0,0.0,subindo,estavel,estavel,0.0,0.0,0.00046435259615101935,0.0
2020-02-29,2,0,0,1.0,0.0,0.0,100.0,não informado,não informado,0.2857142857142857,0.0,0.0,0.02040816326530612,0.0,0.0,subindo,estavel,estavel,0.0,0.0,0.0009287051923020387,0.0
