date,total_casos,total_mortes,total_recuperados,casos_diarios,mortes_diarias,recuperados_diarios,crescimento_casos_pct,crescimento_mortes_pct,crescimento_recuperacoes_pct,casos_7d_ma,mortes_7d_ma,recuperados_7d_ma,casos_14d_change_avg,mortes_14d_change_avg,recuperados_14d_change_avg,tendencia_casos_14d,tendencia_mortes_14d,tendencia_recuperados_14d,letalidade_pct,recuperacao_pct,casos_por_100k,mortes_por_1M
2020-03-24,81587,3286,73280,94.0,7.0,466.0,0.11534733044555974,0.21347971942665445,0.6399868157222512,75.57142857142857,7.714285714285714,640.2857142857143,-0.9897959183673473,-1.4081632653061222,-84.1734693877551,descendo,descendo,descendo,4.027602436662703,89.8182308456004,5.632627610044631,2.2685984687029377
2020-03-25,81658,3290,73773,71.0,4.0,493.0,0.08702366798632136,0.12172854534388314,0.6727620087336245,79.42857142857143,6.714285714285714,574.0,0.21428571428571427,-1.3367346938775508,-77.8061224489796,subindo,descendo,descendo,4.028998995811801,90.3438732273629,5.637529329194901,2.271360000618583
2020-03-26,81781,3299,74181,123.0,9.0,408.0,0.1506282299346053,0.2735562310030395,0.5530478630393233,89.28571428571429,6.857142857142857,520.8571428571429,2.3469387755102042,-1.1122448979591835,-71.05102040816327,subindo,descendo,descendo,4.033944314694122,90.70688790794928,5.646021039835512,2.277573447428786
2020-03-27,81872,3304,74720,91.0,5.0,539.0,0.11127278952323888,0.1515610791148833,0.7266011512381877,88.85714285714286,7.0,493.42857142857144,3.7448979591836737,-0.8877551020408162,-69.36734693877551,subindo,descendo,descendo,4.035567715458276,91.26441274184093,5.652303524943606,2.281025362323343
2020-03-28,81964,3307,75100,92.0,3.0,380.0,0.11237052960719172,0.09079903147699758,0.5085653104925054,94.14285714285714,6.428571428571429,463.2857142857143,4.612244897959184,-0.7755102040816325,-70.18367346938776,subindo,descendo,descendo,4.034698160167879,91.62559172319556,5.658655048349591,2.2830965112600774
2020-03-29,82058,3313,75582,94.0,6.0,482.0,0.11468449563222878,0.18143332325370426,0.6418109187749668,89.0,5.142857142857143,460.0,4.520408163265306,-0.6938775510204083,-65.39795918367348,subindo,descendo,descendo,4.037388188842039,92.10802115576787,5.665144648351358,2.287238809133546
2020-03-30,82139,3318,75923,81.0,5.0,341.0,0.09871066806405226,0.1509206157561123,0.45116562144425926,92.28571428571429,5.571428571428571,444.14285714285717,4.826530612244899,-0.5816326530612245,-61.193877551020414,subindo,descendo,descendo,4.039494028415247,92.43234030119675,5.6707367504805415,2.290690724028103
2020-03-31,83786,3323,76206,1647.0,5.0,283.0,2.0051376325497023,0.1506931886678722,0.37274607167788415,314.14285714285717,5.285714285714286,418.0,20.69387755102041,-0.5714285714285714,-58.07142857142857,subindo,descendo,descendo,3.9660563817344188,90.95314252977825,5.784442827107252,2.29414263892266
2020-04-01,84002,3332,76405,216.0,9.0,199.0,0.25779963239682047,0.2708396027685826,0.2611342938876204,334.85714285714283,6.0,376.0,22.071428571428573,-0.4081632653061224,-55.90816326530613,subindo,descendo,descendo,3.966572224470846,90.95616771029262,5.7993550994517395,2.300356085732863
2020-04-02,84129,3339,76565,127.0,7.0,160.0,0.15118687650294038,0.21008403361344538,0.2094103789019043,335.42857142857144,5.714285714285714,340.57142857142856,21.6734693877551,-0.39795918367346944,-53.57142857142858,subindo,descendo,descendo,3.9689048960524906,91.00904563230277,5.808122963283915,2.305188766585243
2020-04-03,84265,3348,76760,136.0,9.0,195.0,0.16165650370264711,0.2695417789757413,0.2546855612877947,341.85714285714283,6.285714285714286,291.42857142857144,21.30612244897959,-0.31632653061224486,-51.326530612244895,subindo,descendo,descendo,3.973179849284994,91.0935738444194,5.81751217179711,2.3114022133954455
2020-04-04,84363,3353,76946,98.0,5.0,186.0,0.11629976858719515,0.14934289127837516,0.242313705054716,342.7142857142857,6.571428571428571,263.7142857142857,21.13265306122449,-0.23469387755102047,-44.39795918367348,subindo,descendo,descendo,3.974491186894729,91.20823109657077,5.824277924990442,2.314854128290003
2020-04-05,84467,3357,77207,104.0,4.0,261.0,0.12327679195856002,0.11929615269907547,0.3391989187222208,344.14285714285717,6.285714285714286,232.14285714285714,20.1734693877551,-0.2959183673469388,-37.95918367346939,subindo,descendo,descendo,3.974333171534446,91.40492736808457,5.83145790797112,2.317615660205649
2020-04-06,84611,3361,77310,144.0,4.0,103.0,0.17048077947600837,0.11915400655347036,0.13340759257580273,353.14285714285717,6.142857142857143,198.14285714285714,20.53061224489796,-0.17346938775510198,-35.88775510204082,subindo,descendo,descendo,3.9722967462859438,91.37109832054934,5.841399422867445,2.3203771921212946
